@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute left_hit {0,1,2}
@attribute left_type {0,1,2,3}
@attribute left_pos numeric
@attribute right_hit {0,1,2}
@attribute right_type {0,1,2,3}
@attribute right_pos numeric
@attribute kick {0,1,2}

@data
46,'2019/04/12 13:33:08:897',7,20603789312,30644602880,24595603456,19262191616,27149594624,27811899392,2772861952,3020911616,30055845888,21688117248,4628192256,1925508224,10389805056,8119188480,9059059712,4238249984,19298291712,21941071872,11210911744,820417792,8814209024,10919766016,4237959424,2362210560,25561581568,27858540544,18838528000,2335220736,29103503360,22876471296,20861243392,7005753344,28792426496,25065793536,25111996416,17548206080,31955077120,31445200896,11566031872,7960219136,0,0,0,?,1,0,?,?,?,?
47,'2019/04/12 13:33:09:149',7,19358871552,30386130944,25052553216,19189608448,25128968192,27229988864,2682397184,2754494720,30275846144,23435790336,4435675648,1669838080,10291412992,6770106880,7721139200,3550415104,22001917952,22636345344,10561117184,738926080,24725180416,19817476096,10178245632,1865456128,28233232384,25812119552,19874633728,1627698432,32212252672,32212252672,18146379776,4625658368,32212252672,32212252672,15844678656,11434866688,32212252672,32212252672,8930878464,8769373184,0,0,0,?,1,0,?,?,?,?
48,'2019/04/12 13:33:09:398',7,13925408768,26384875520,25759682560,17033162752,16609823744,21065670656,1234990080,1375604992,22118529024,15831557120,2727863808,1028539008,6183132672,4686984704,4079714304,2258852352,12756204544,14906005504,6247327232,399452704,4870191104,3944847360,2436329728,1816758656,23830697984,17833107456,12799471616,7821935616,29122770944,30277605376,16790499328,15862839296,29991335936,27396669440,20086480896,14992362496,30928699392,31922753536,15858703360,7569829888,0,0,0,?,1,0,?,?,?,?
49,'2019/04/12 13:33:09:660',7,15834235904,28565784576,27033550848,18787063808,18816122880,23537721344,1912869760,2677998848,26100807680,19891806208,3668067072,10592398336,8063248384,5320470528,6176781824,24301871104,15649909760,18335592448,9268324352,14451208192,6599556608,6771032576,3595704576,3826458112,24785518592,18033485824,10021605376,3217528832,32078278656,32210606080,8921699328,3194460928,32193132544,32212252672,13786971136,9964104704,32211689472,32212252672,7162241024,6825635840,0,0,0,?,1,0,?,?,?,?
50,'2019/04/12 13:33:09:898',7,17116173312,29644406784,27305353216,20782899200,20589492224,25207052288,2489637376,3596686848,28966473728,23336073216,3930093056,2315964928,9688830976,5868128256,6656860160,3591705088,16864178176,19416252416,10199309312,1108138880,7671906304,7631864320,4281802752,2430588672,25069088768,17650085888,11011886080,3346825216,32212185088,32212252672,8991651840,2151926272,32212252672,32212252672,14586693632,10440682496,32212252672,32212252672,8041551360,7772124672,0,0,0,?,1,0,?,?,?,?
51,'2019/04/12 13:33:10:149',7,17393506304,29757878272,26773338112,20889292800,21615624192,25846781952,2750132480,3235281152,29722585088,23862454272,4235333888,1960511744,10225146880,6126639104,7005722112,3733929728,17463908352,20035325952,10391379968,943261888,8447734784,8280090112,4761224192,2773689088,24599062528,17852448768,11421688832,3548088320,32212252672,32212252672,8877436928,1815780352,32212252672,32212252672,14799271936,10363913216,32212252672,32212252672,8450074112,8106202624,0,0,0,?,1,0,?,?,?,?
52,'2019/04/12 13:33:10:399',7,18250760192,30147921920,26668847104,20906405888,23458015232,26836615168,3066584576,3605969408,30871795712,25052788736,4513766912,2228419072,11062375424,6462733312,7585309184,3994466560,18074085376,20609208320,11086652416,1117366272,9339795456,9149317120,4882162688,2749449984,23898157056,17172697088,11713117184,3879880448,32212252672,32212252672,9142574080,1992161664,32212252672,32212252672,15259673600,11267585024,32212252672,32212252672,8788382720,8477228032,0,0,0,?,1,0,?,?,?,?
53,'2019/04/12 13:33:10:647',7,18691850240,30270982144,26543765504,21215852544,23942326272,27120936960,3193820928,4165907200,31418957824,25721755648,4576996864,2666973952,11855343616,6749155328,8009727488,4219870720,18267080704,20712638464,11383894016,1310207744,9791759360,9858413568,5152857088,2834147328,23234250752,16727571456,11807065088,4123107840,32212252672,32212252672,9729225728,2430590976,32212252672,32212252672,15493568512,12085469184,32212252672,32212252672,8875351040,8637519872,0,0,0,?,1,0,?,?,?,?
54,'2019/04/12 13:33:10:900',7,18758141952,30228893696,26493100032,21197457408,24021293056,27100078080,3213214976,4120238336,31444303872,25729392640,4595023360,2654631936,11868532736,6751740416,8088858112,4238330880,18271547392,20677488640,11474043904,1302711168,9945384960,10173897728,5078930944,2766695680,22953981952,16397174784,11638982656,4200285184,32212252672,32212252672,9695370240,2407539968,32212252672,32212252672,15411451904,11917190144,32212252672,32212252672,8866166784,8622845952,0,0,0,?,1,0,?,?,?,?
55,'2019/04/12 13:33:42:887',8,29495533568,29802598400,14041517056,22602201088,30576324608,28193282048,9292263424,26506618880,31623716864,27184052224,6349021184,2370966016,29044541440,23366508544,4624047104,1455825152,9729979392,8209590272,9111611392,4757755392,18531710976,20595113984,12033242112,1408408704,8198158336,8565804544,5292333568,3037742336,28284768256,21825417216,11348029440,3468881152,32212252672,32212252672,14306430976,6591182336,32212252672,32212252672,8595355648,7959255552,0,0,0,?,2,0,?,?,?,?
56,'2019/04/12 13:33:43:131',8,29457315840,29800445952,14100012032,22803003392,30570788864,28189906944,9490132992,27151314944,31593908224,27244042240,6364235264,2395015680,28646930432,22651693056,4586741760,1560265984,9667453952,8504236544,9648508928,5224556544,19175532544,21300520960,12711490560,1667563904,8339807744,8754881536,5129306112,4390423552,27895840768,21765652480,11587707904,4081490944,32212252672,32212252672,14467959808,5704371200,32212252672,32212252672,8570003456,8229214208,0,0,0,?,2,0,?,?,?,?
57,'2019/04/12 13:33:43:378',8,29473751040,29828511744,14103892992,22800627712,30558203904,28169390080,9419260928,26755489792,31619151872,27213842432,6311842816,2377830400,28107161600,22000406528,4569737728,1591931648,9780121600,8753799168,9949671424,5298882048,19268798464,21299963904,12580841472,1667371008,8305554944,8605706240,5308491264,4576701440,28388513792,22479794176,11745399808,4056747776,32212252672,32212252672,14546104320,5781199872,32212252672,32212252672,8559834624,8295166464,0,0,0,?,2,0,?,?,?,?
58,'2019/04/12 13:33:43:629',8,29464152064,29794574336,14075492352,22875858944,30562457600,28135376896,9484978176,27215327232,31613829120,27165005824,6241908736,2344143616,27299811328,21432371200,4652376576,1571279744,10084824064,8995942400,9500230656,4908029952,18470168576,20542482432,11642053632,1493715584,8373970432,8223476736,5680912384,4523223040,29879797760,23548190720,11884827648,3836231936,32212252672,32212252672,14405075968,5222867456,32212252672,32212252672,8579164160,8399522304,0,0,0,?,2,0,?,?,?,?
59,'2019/04/12 13:33:43:879',8,26052694016,26330142720,12016304128,19237685248,27027570688,24841791488,6882759680,20550041600,28216301568,24278278144,4927904256,1153938688,29901731840,27285118976,4117464576,734205120,24537020416,26555932672,6310296064,2002321536,17672519680,24010291200,8769730560,253327280,8989574144,29381728256,11742272512,391549184,29979387904,26069407744,13321675776,2035519232,32196829184,32212252672,13281570816,7804445696,32212187136,32212252672,7614562816,8327158272,0,0,0,?,2,0,?,?,?,?
60,'2019/04/12 13:33:44:127',8,22493556736,22760503296,9851343872,16687277056,23623669760,21437298688,5336489472,16703793152,24400195584,20687159296,3535229696,191612016,19226882048,16217537536,2669213952,33605016,11312423936,6055842816,2563529728,126673616,19690354688,10704930816,3300927488,8501683,15591404544,4634956800,505209568,3027599,26581512192,9907351552,549388864,253077536,29735213056,21287763968,4793551872,594286720,30699034624,30912802816,9961300992,4572940800,0,0,0,?,2,0,?,?,?,?
61,'2019/04/12 13:33:44:379',8,22553917440,22815787008,9982877696,16987584512,23433818112,21468626944,5503994880,17124163584,24683284480,20690610176,3423165440,245245936,22501543936,15620005888,2593440768,52961520,14365889536,6571261952,3117406464,195426912,14660963328,11141701632,3358474752,9695043,19954280448,4003551232,2370920960,20394084,29798299648,8571192320,591969664,11150132,29810765824,16466401280,1612762368,65419816,30748987392,28872605696,8653184000,2725961216,0,0,0,?,2,0,?,?,?,?
62,'2019/04/12 13:33:44:629',8,22275672064,22508994560,9708996608,16447124480,23180705792,21242667008,5427759616,17856090112,25472008192,20325896192,3270967808,222512224,22410530816,18691012608,2431654912,36875420,15176997888,5907887616,2722465024,114693152,18909708288,11616384000,3474154240,9667670,23421005824,3948341504,1354861056,5071245,28036919296,7473498624,749041536,24226762,29487691776,13287686144,960634176,541513344,30467985408,25395068928,7682733568,2102523648,0,0,0,?,2,0,?,?,?,?
63,'2019/04/12 13:33:44:881',8,24851703808,24945790976,11103925248,18333612032,23983071232,23039627264,5857384448,18960564224,22099910656,22175731712,3951944704,414359808,26279903232,20773675008,2961963776,109237136,22478465024,9554507776,4056254208,195324320,16115377152,18626443264,4225767168,31714968,5822601728,8268804608,387002336,14002930,27477417984,13897646080,1922926208,190420928,32024496128,26337744896,7731512832,1962486016,32192430080,31975452672,11806953472,5953451520,0,0,0,?,2,0,?,?,?,?
64,'2019/04/12 13:33:45:126',8,22687774720,22903113728,9890560000,17050122240,23513939968,21590863872,5108801024,17235654656,24703995904,20641482752,3222996736,410519936,29754009600,22276724736,2639652864,147295584,25416101888,18595172352,4173472512,500592224,18282289152,17347547136,3714520832,29482416,25078063104,7360544256,3328306688,185326896,30237425664,18074890240,2887149056,30298884,30537633792,25636802560,1175916416,16650204,30978459648,29775556608,4839346176,659047296,0,0,0,?,2,0,?,?,?,?
65,'2019/04/12 13:33:45:379',8,16510802944,16779150336,6331442688,12014664704,17217257472,15677531136,3507361024,12417908736,18062956544,14891223040,1841862016,103063328,13945425920,9806922752,1222060672,50434264,3724113664,4578374656,1921601664,158741312,5854110720,7357090816,2092984576,16630598,6203455488,3277088000,1797664896,431208288,21125431296,18108643328,3514450944,395073344,25284810752,29221648384,6750204928,186027648,26849705984,32071260160,5140638720,1001102080,0,0,0,?,2,0,?,?,?,?
66,'2019/04/12 13:33:45:629',8,26648547328,26954301440,12504367104,20291870720,27627241472,25456967680,7405703680,22870503424,28756127744,24687663104,4711768064,1794900992,21821190144,16164056064,4095647232,1176965888,10193694720,10541204480,7363813376,3134830592,12768143360,14781200384,6997761024,1460184704,12929183744,8971568128,6310740480,4722836480,31809058816,26858334208,10363039744,15647970304,32210755584,32212252672,15012897792,32080502784,32212250624,32212252672,8489522688,30269048832,0,0,0,?,2,0,?,?,?,?
67,'2019/04/12 13:33:45:878',8,29186461696,29441902592,13870904320,23114731520,30224611328,27891073024,8644698112,26074060800,31356874752,26628239360,5520424960,2389821184,25743921152,19555483648,4934359552,10652582912,10888660992,10845906944,8677794816,20675764224,15368153088,17394796544,8685657088,16080506880,12773961728,10100005888,7515664896,22572156928,31504943104,26266341376,11691506688,25459230720,32212252672,32212252672,15205306368,14281907200,32212252672,32212252672,8614082560,8398760960,0,0,0,?,2,0,?,?,?,?
68,'2019/04/12 13:33:46:129',8,29857841152,30106652672,14428853248,24300261376,30874961920,28441399296,8899531776,25757714432,31792539648,26828670976,5652922368,2499323392,25080481792,19164770304,5144768512,8978237440,11916994560,11641043968,8990806016,24397926400,14789997568,16918466560,8665905152,20327073792,14467190784,11054702592,8634721280,22666964992,31900250112,27228612608,12028303360,27304210432,32212252672,32212252672,15663607808,16970605568,32212252672,32212252672,8836407296,8594459648,0,0,0,?,2,0,?,?,?,?
69,'2019/04/12 13:33:46:378',8,29876813824,30127077376,14964134912,24946108416,30932475904,28459053056,9883982848,26362267648,31816157184,26818969600,5650054144,2479050752,21426376704,16011115520,5173655552,1820918016,14113852416,12750988288,8706690048,4753974272,11131535360,14898864128,8475068416,2333438464,19207059456,12341762048,8890588160,5868147712,32211263488,29072427008,12008971264,3020680448,32212252672,32212252672,15417930752,16131983360,32212252672,32212252672,11361137664,30653044736,0,0,0,?,2,0,?,?,?,?
70,'2019/04/12 13:33:46:629',8,29834401792,30068070400,14781665280,24655253504,30874267648,28430374912,9720572928,26868099072,31788603392,26707570688,5512969728,1948012928,19509954560,14511069184,5214657536,1494317824,14597182464,12595486720,8274556928,4365871616,9632373760,14183775232,8036118016,2223984384,21507586048,12678620160,9105916928,4554767872,32212252672,30136225792,11337374720,1858499456,32212252672,32212250624,16215158784,12922187776,32212252672,32212252672,22912362496,15183375360,0,0,0,?,2,0,?,?,?,?
71,'2019/04/12 13:33:46:880',8,25558020096,25699778560,11913344000,19439544320,26498056192,24359856128,6643627008,20562991104,27605051392,23287681024,3973986816,1138973184,25884176384,17527760896,3726757120,789222016,26580023296,17771874304,6855060992,2026712832,14560253952,30848206848,24380530688,1549234432,20862574592,16890850304,14010361856,4571837440,32013195264,31100758016,8677595136,6273309184,32175124480,32212252672,13735794688,9467213824,32210479104,32212252672,7414570496,6974929920,0,0,0,?,2,0,?,?,?,?
72,'2019/04/12 13:33:47:128',8,20169779200,20392425472,8543691264,15130596352,20986800128,19102044160,4634304000,15631021056,21127593984,17019583488,2450942976,341358528,4771718144,2787413760,1754226560,374689056,10024333312,9550529536,4626028032,1993233792,15538387968,22125027328,3928771584,588356928,27845656576,27836602368,8892903424,3231347456,27558846464,30016098304,23145441280,15828912128,26660831232,28427110400,17513050112,6875091456,27510515712,29184223232,5012365824,4613936128,0,0,0,?,2,0,?,?,?,?
73,'2019/04/12 13:33:47:379',8,20247988224,20437559296,8402021376,14854331392,21019293696,19133706240,4627819008,16583214080,8581256704,5822140416,1601099008,326027264,7431425536,3767681536,1305342080,1258875520,6044808704,11399964672,4047454464,2457316864,16246851584,7622257664,4340221952,688961152,24877967360,18642606080,5389948928,2399336960,25986912256,27322773504,4954457088,705999680,26711373824,28255807488,9533143040,4798964736,27542525952,29237342208,4865528832,4808116736,0,0,0,?,2,0,?,?,?,?
74,'2019/04/12 13:33:47:629',8,20210120704,20411895808,8399282688,15137280000,19579303936,19040200704,4539122176,16158914560,5898101248,2226242560,1117146112,527155392,4269859328,6421863936,519678976,529033632,6839275008,7456875520,3454301184,2234951936,18830168064,9049065472,3357618432,900981952,24869099520,21037170688,5045185536,2709944064,25970710528,27370659840,5357750784,1098226176,26714071040,28258437120,9750400000,5253353984,27540875264,29231077376,4883090944,4469727744,0,0,0,?,2,0,?,?,?,?
75,'2019/04/12 13:33:47:881',8,20209018880,20385693696,8429272576,15128975360,21015187456,19107076096,4385017856,15186141184,9255899136,6073350144,1275145600,784768320,3550068224,2935859200,14420441,929307136,3415816192,3374166016,1121262208,964597696,12297880576,8249375744,1935288704,778240192,24741738496,20772722688,5389084160,2773304064,25934991360,27340699648,5528140288,1115750400,26710341632,28257665024,9795560448,5604952064,27499698176,29220708352,4905004032,4446189568,0,0,0,?,2,0,?,?,?,?
76,'2019/04/12 13:33:48:130',8,20170539008,20425342976,8490177024,15319517184,20952283136,19105116160,4568729600,15494077440,21860904960,17903325184,2750357248,332223904,13018182656,2902589440,357579072,214537824,3444566528,5417333248,1918741504,234171488,2422933504,2854681088,576579968,298643040,7283388928,5053592576,2773850624,2863670784,25177147392,24234725376,5947177984,1260077952,26678532096,28182525952,9833815040,5727155712,27519799296,29195157504,4871760896,4433474560,0,0,0,?,2,0,?,?,?,?
77,'2019/04/12 13:33:48:379',8,31474921472,31555989504,15949384704,27668783104,32046229504,29180635136,10205520896,29576970240,32197799936,27496658944,6156923904,2973988608,31955808256,26016034816,5324353024,1897002752,16067646464,10499578880,6592484352,2511975168,12175373312,17937537024,4901761536,1612111360,11984250880,8000939008,864786752,1732694912,16045921280,5481261568,4197341696,5429699072,32082450432,28869607424,15568799744,12987326464,32212252672,32212252672,9556927488,9381584896,0,0,0,?,2,0,?,?,?,?
78,'2019/04/12 13:33:48:629',8,31255476224,31266631680,15393200128,27157862400,31964432384,29092982784,10232430592,31666909184,32182859776,27004375040,5317153280,2897495040,32203485184,27699083264,5376117248,2074258560,17885026304,10888792064,11078451200,3522935552,15629614080,23970410496,9948658688,3219596032,20354883584,10942585856,1615040512,7339353088,14168205312,8274068480,5302943744,4651435008,32191555584,29859817472,15251468288,12619354112,32212252672,32212252672,9024530432,8952472576,0,0,0,?,2,0,?,?,?,?
79,'2019/04/12 13:33:48:879',8,31248683008,31178178560,15082446848,26416969728,31945433088,29093689344,9873497088,31301279744,32182652928,26779465728,5363890176,3304340736,31299371008,24658352128,4226095360,2569305344,13925760000,10272014336,10580198400,3947175936,21556254720,21497210880,8386533888,3368369152,10275023872,10002855936,7536053248,6440129024,30304618496,25284751360,13386744832,5345615360,32212252672,32212252672,16257606656,13026499584,32212252672,32212252672,9114824704,8933238784,0,0,0,?,2,0,?,?,?,?
80,'2019/04/12 13:33:49:128',8,30967234560,30924828672,14808095744,26144335872,31781005312,29120020480,10441461760,30024110080,32149934080,28143583232,15147108352,2684408064,29033410560,22045888512,22880198656,2523736320,12864089088,11643394048,22132727808,11322206208,20157120512,19912085504,11189145600,18735933440,13288094720,11542026240,10173423616,8243617792,31986307072,27683282944,11507512320,6396966400,32212252672,32212252672,16154267648,13072328704,32212252672,32212252672,9020650496,8854813696,0,0,0,?,2,0,?,?,?,?
81,'2019/04/12 13:33:49:379',8,26528632832,26492698624,12118630400,20404656128,27482357760,25251770368,6581416448,21741230080,27958532096,23692212224,3698957056,510428736,27119280128,16547519488,3089568768,179539744,26947735552,9667756032,5669527040,339051808,19084453888,14749540352,3844619264,70724960,15872772096,8773150720,614372096,89554752,32169197568,22293547008,5274157568,1142233216,32211005440,31719086080,11900066816,3932112384,32212252672,32212252672,8032493056,8493065728,0,0,0,?,2,0,?,?,?,?
82,'2019/04/12 13:33:49:629',8,27711125504,27826583552,12813827072,21641058304,28674189312,26426343424,7085595648,23910174720,29838737408,24972083200,4134359808,1340062848,19619119104,13182226432,3216840448,845183808,14208386048,12915221504,8386632192,1599812992,9362375680,10354103296,5473552896,1280923264,21989634048,12342956032,8394507264,1113781888,31401510912,28678098944,8104079360,451200864,27896565760,21024937984,10469810176,1046907456,30289321984,32065357824,12852928512,8939331584,0,0,0,?,2,0,?,?,?,?
83,'2019/04/12 13:33:49:879',8,27560302592,27705915392,12608359424,21142728704,28527290368,26287806464,7018159616,23982557184,29675855872,24952727552,4273812992,1414165120,19367481344,12798488576,4428317184,1699592576,14167828480,13023584256,9006589952,2621356800,10565796864,13795686400,6281475072,2316811520,21296754688,12465979392,10012576768,4156708864,32211333120,31120285696,20765583360,18832609280,32212252672,31484020736,22950371328,17639190528,32212252672,29723469824,20448333824,7715443200,0,0,0,?,2,0,?,?,?,?
84,'2019/04/12 13:33:50:129',8,27396077568,27548248064,12477344768,20016723968,28370479104,26120282112,6834422272,21192044544,29491335168,24824981504,4269120768,1597075328,20200792064,14051013632,4192884224,1707672960,13458661376,12821532672,9834680320,10068051968,11747154944,15311245312,6967718912,21654226944,19576928256,11330988032,8726325248,19922100224,32211005440,30403885056,9085582336,8355572224,32212252672,32212252672,14124447744,9016654848,32212252672,32212252672,7949573120,7501371392,0,0,0,?,2,0,?,?,?,?
85,'2019/04/12 13:33:50:378',8,27339583488,27504926720,12294713344,20454408192,28355340288,26097551360,6679064064,23306645504,29499846656,24760244224,4270336768,1724393984,20191850496,13861964800,4430220288,1716446976,13343198208,12091130880,9905990656,2894889984,12580584448,15506944000,7003322880,2017508480,19733303296,11661318144,8904584192,2847073280,32211660800,30701690880,8836806656,810876288,32212252672,32212252672,14175480832,8888707072,32212252672,32212252672,7881951744,7454525440,0,0,0,?,2,0,?,?,?,?
86,'2019/04/12 13:33:50:628',8,27351238656,27507001344,12174244864,20350883840,28353024000,26030127104,6539173376,23908585472,29504798720,24874330112,4297887232,1747424128,20187813888,13966000128,4384671232,1727705344,13031384064,11751202816,9555355648,2708486144,12742838272,15585061888,6882428928,1882715776,18384093184,11032096768,8515705344,2582152960,32211660800,30090641408,8936891392,1259704448,32212252672,32212252672,14090722304,9521576960,32212252672,32212252672,7809085440,7553219072,0,0,0,?,2,0,?,?,?,?
87,'2019/04/12 13:33:50:881',8,27387201536,27566344192,12218558464,20423915520,28385603584,26026121216,6626230272,23493810176,29520963584,24893808640,4318539264,1714185984,20017371136,13684337664,4414645760,1764156288,12854348800,11890819072,9587328000,2607583488,12708745216,15806255104,6865910272,1894180864,18079735808,10695195648,8401411584,2608261120,32211005440,30008934400,8922587136,1204126080,32212252672,32212252672,14041605120,9421694976,32212252672,32212252672,7795397632,7557748224,0,0,0,?,2,0,?,?,?,?
88,'2019/04/12 13:33:51:129',8,27371556864,27552385024,12396920832,20482379776,28383504384,26029864960,7071761920,24049571840,29581238272,24898461696,4331763200,1844726784,20448000000,14071455744,4394683904,1681241984,12227838976,11444445184,9521662976,2707700480,13070791680,16180168704,6884091904,1897721472,17256595456,10280620032,8203396608,2606918144,32211529728,29636349952,8998360064,1234404736,32212252672,32212252672,14017730560,9304003584,32212252672,32212252672,7783359488,7528218112,0,0,0,?,2,0,?,?,?,?
89,'2019/04/12 13:34:23:145',9,29931481088,30104166400,10702791680,3244398336,30880200704,28562724864,3905963008,6056623616,31794157568,26731657216,6684508160,937024832,32069564416,28745832448,3507198720,1349670784,11912699904,7184676864,5344340992,3778133248,16128025600,15689894912,10573102080,3605746688,8690857984,10449790976,5755299328,9614611456,25178687488,20776814592,19835553792,13703592960,21416298496,29932769280,20222691328,8649352192,22130870272,27456169984,8659747840,8701884416,0,0,0,?,1,1,?,?,?,?
